#Describes point to primitive assignation
#pointId,primitiveId,orientationId
0,0,-1
1,0,-1
2,0,-1
3,0,-1
4,0,-1
5,0,-1
6,0,-1
7,0,-1
8,0,-1
9,0,-1
10,0,-1
11,0,-1
12,0,-1
13,0,-1
14,0,-1
15,0,-1
16,0,-1
17,0,-1
18,0,-1
19,0,-1
20,0,-1
21,0,-1
22,0,-1
23,0,-1
24,0,-1
25,0,-1
26,0,-1
27,0,-1
28,0,-1
29,0,-1
30,0,-1
31,0,-1
32,0,-1
33,0,-1
34,0,-1
35,0,-1
36,0,-1
37,0,-1
38,0,-1
39,0,-1
40,0,-1
41,0,-1
42,0,-1
43,0,-1
44,0,-1
45,0,-1
46,0,-1
47,0,-1
48,0,-1
49,0,-1
50,0,-1
51,0,-1
52,0,-1
53,0,-1
54,0,-1
55,0,-1
56,0,-1
57,0,-1
58,0,-1
59,0,-1
60,0,-1
61,0,-1
62,0,-1
63,1,-1
64,1,-1
65,1,-1
66,1,-1
67,1,-1
68,1,-1
69,1,-1
70,1,-1
71,1,-1
72,1,-1
73,1,-1
74,2,-1
75,2,-1
76,2,-1
77,2,-1
78,2,-1
79,2,-1
80,2,-1
81,2,-1
82,2,-1
83,2,-1
84,2,-1
85,2,-1
86,2,-1
87,2,-1
88,2,-1
89,2,-1
90,2,-1
91,2,-1
92,2,-1
93,2,-1
94,2,-1
95,2,-1
96,2,-1
97,2,-1
98,2,-1
99,2,-1
100,2,-1
101,2,-1
102,2,-1
103,2,-1
104,2,-1
105,2,-1
106,2,-1
107,2,-1
108,2,-1
109,2,-1
110,2,-1
111,2,-1
112,2,-1
113,2,-1
114,2,-1
115,2,-1
116,2,-1
117,2,-1
118,2,-1
119,2,-1
120,2,-1
121,2,-1
122,2,-1
123,2,-1
124,2,-1
125,2,-1
126,2,-1
127,2,-1
128,2,-1
129,2,-1
130,2,-1
131,2,-1
132,2,-1
133,2,-1
134,2,-1
135,4,-1
136,4,-1
137,4,-1
138,4,-1
139,4,-1
140,4,-1
141,4,-1
142,4,-1
143,4,-1
144,4,-1
145,4,-1
146,4,-1
147,4,-1
148,4,-1
149,4,-1
150,4,-1
151,4,-1
152,4,-1
153,4,-1
154,4,-1
155,4,-1
156,4,-1
157,4,-1
158,4,-1
159,4,-1
160,4,-1
161,4,-1
162,4,-1
163,4,-1
164,4,-1
165,4,-1
166,4,-1
167,4,-1
168,4,-1
169,4,-1
170,4,-1
171,4,-1
172,4,-1
173,4,-1
174,4,-1
175,4,-1
176,6,-1
177,6,-1
178,6,-1
179,6,-1
180,6,-1
181,6,-1
182,6,-1
183,6,-1
184,6,-1
185,6,-1
186,6,-1
187,6,-1
188,6,-1
189,6,-1
190,6,-1
191,6,-1
192,6,-1
193,6,-1
194,6,-1
195,6,-1
196,6,-1
197,6,-1
198,6,-1
199,6,-1
200,6,-1
201,6,-1
202,6,-1
203,6,-1
204,6,-1
205,6,-1
206,6,-1
207,6,-1
208,6,-1
209,6,-1
210,6,-1
211,6,-1
212,6,-1
213,6,-1
214,6,-1
215,6,-1
216,6,-1
217,8,-1
218,8,-1
219,8,-1
220,8,-1
221,8,-1
222,8,-1
223,8,-1
224,8,-1
225,8,-1
226,8,-1
227,8,-1
228,8,-1
229,8,-1
230,8,-1
231,8,-1
232,8,-1
233,8,-1
234,9,-1
235,9,-1
236,9,-1
237,9,-1
238,9,-1
239,9,-1
240,9,-1
241,9,-1
242,9,-1
243,9,-1
244,9,-1
245,9,-1
246,9,-1
247,10,-1
248,10,-1
249,10,-1
250,10,-1
251,10,-1
252,10,-1
253,10,-1
254,10,-1
255,10,-1
256,10,-1
257,10,-1
258,10,-1
259,10,-1
260,10,-1
261,10,-1
262,10,-1
263,10,-1
264,10,-1
265,10,-1
266,10,-1
267,10,-1
268,10,-1
269,10,-1
270,10,-1
271,10,-1
272,10,-1
273,10,-1
274,10,-1
275,10,-1
276,10,-1
277,10,-1
278,10,-1
279,10,-1
280,10,-1
281,10,-1
282,10,-1
283,10,-1
284,10,-1
285,10,-1
286,10,-1
287,10,-1
288,10,-1
289,10,-1
290,11,-1
291,11,-1
292,11,-1
293,11,-1
294,11,-1
295,11,-1
296,11,-1
297,11,-1
298,11,-1
299,11,-1
300,11,-1
301,11,-1
302,11,-1
303,12,-1
304,12,-1
305,12,-1
306,12,-1
307,12,-1
308,12,-1
309,12,-1
310,12,-1
311,12,-1
312,12,-1
313,12,-1
314,12,-1
315,12,-1
316,14,-1
317,14,-1
318,14,-1
319,14,-1
320,14,-1
321,14,-1
322,14,-1
323,14,-1
324,14,-1
325,14,-1
326,14,-1
327,14,-1
328,14,-1
329,15,-1
330,15,-1
331,15,-1
332,15,-1
333,15,-1
334,15,-1
335,15,-1
336,15,-1
337,15,-1
338,15,-1
339,15,-1
340,15,-1
341,15,-1
342,15,-1
343,15,-1
344,15,-1
345,15,-1
346,15,-1
347,15,-1
348,15,-1
349,15,-1
350,15,-1
351,15,-1
352,15,-1
353,15,-1
354,15,-1
