#Describes point to primitive assignation
#pointId,primitiveId,orientationId
0,1,-1
1,1,-1
2,1,-1
3,1,-1
4,1,-1
5,1,-1
6,1,-1
7,1,-1
8,1,-1
9,1,-1
10,1,-1
11,1,-1
12,1,-1
13,1,-1
14,1,-1
15,1,-1
16,1,-1
17,1,-1
18,1,-1
19,1,-1
20,1,-1
21,1,-1
22,1,-1
23,1,-1
24,1,-1
25,1,-1
26,1,-1
27,1,-1
28,1,-1
29,1,-1
30,1,-1
31,1,-1
32,1,-1
33,1,-1
34,1,-1
35,1,-1
36,1,-1
37,1,-1
38,1,-1
39,1,-1
40,1,-1
41,1,-1
42,1,-1
43,1,-1
44,1,-1
45,1,-1
46,1,-1
47,1,-1
48,1,-1
49,1,-1
50,1,-1
51,1,-1
52,1,-1
53,1,-1
54,1,-1
55,1,-1
56,1,-1
57,1,-1
58,1,-1
59,1,-1
60,1,-1
61,1,-1
62,1,-1
63,1,-1
64,1,-1
65,1,-1
66,1,-1
67,1,-1
68,1,-1
69,1,-1
70,1,-1
71,1,-1
72,1,-1
73,1,-1
74,1,-1
75,1,-1
76,1,-1
77,1,-1
78,1,-1
79,1,-1
80,1,-1
81,1,-1
82,1,-1
83,1,-1
84,1,-1
85,1,-1
86,0,-1
87,0,-1
88,0,-1
89,0,-1
90,0,-1
91,0,-1
92,0,-1
93,0,-1
94,0,-1
95,0,-1
96,0,-1
97,0,-1
98,0,-1
99,0,-1
100,0,-1
101,0,-1
102,0,-1
103,0,-1
104,0,-1
105,0,-1
106,0,-1
107,0,-1
108,0,-1
109,0,-1
110,0,-1
111,0,-1
112,0,-1
113,0,-1
114,0,-1
115,0,-1
116,0,-1
117,0,-1
118,0,-1
119,0,-1
120,0,-1
121,0,-1
122,0,-1
123,0,-1
124,0,-1
125,0,-1
126,0,-1
127,0,-1
128,0,-1
129,0,-1
130,0,-1
131,0,-1
132,0,-1
133,0,-1
134,0,-1
135,0,-1
136,0,-1
137,0,-1
138,0,-1
139,0,-1
140,0,-1
141,0,-1
142,0,-1
143,0,-1
144,0,-1
145,0,-1
146,0,-1
147,0,-1
148,0,-1
149,0,-1
150,0,-1
151,0,-1
152,0,-1
153,0,-1
154,0,-1
155,0,-1
156,0,-1
157,0,-1
158,0,-1
159,0,-1
160,0,-1
161,0,-1
162,0,-1
163,0,-1
164,0,-1
165,0,-1
166,0,-1
167,0,-1
168,0,-1
169,0,-1
170,0,-1
171,0,-1
172,0,-1
173,0,-1
174,0,-1
175,0,-1
176,0,-1
177,0,-1
178,0,-1
179,0,-1
180,0,-1
181,0,-1
182,0,-1
183,0,-1
184,0,-1
185,0,-1
186,0,-1
187,0,-1
188,0,-1
189,0,-1
190,0,-1
191,0,-1
192,0,-1
193,0,-1
194,0,-1
195,0,-1
196,0,-1
197,0,-1
198,0,-1
199,0,-1
200,0,-1
201,0,-1
202,0,-1
203,0,-1
204,0,-1
205,0,-1
206,0,-1
207,0,-1
208,0,-1
209,0,-1
210,0,-1
211,0,-1
212,0,-1
213,0,-1
214,0,-1
215,0,-1
216,0,-1
217,0,-1
218,0,-1
219,0,-1
220,0,-1
221,0,-1
222,0,-1
223,0,-1
224,0,-1
225,0,-1
226,5,-1
227,5,-1
228,5,-1
229,5,-1
230,5,-1
231,5,-1
232,5,-1
233,5,-1
234,5,-1
235,5,-1
236,5,-1
237,5,-1
238,5,-1
239,5,-1
240,5,-1
241,5,-1
242,5,-1
243,5,-1
244,5,-1
245,5,-1
246,5,-1
247,5,-1
248,5,-1
249,5,-1
250,5,-1
251,5,-1
252,5,-1
253,5,-1
254,5,-1
255,5,-1
256,5,-1
257,5,-1
258,5,-1
259,5,-1
260,5,-1
261,5,-1
262,5,-1
263,5,-1
264,5,-1
265,5,-1
266,5,-1
267,5,-1
268,5,-1
269,5,-1
270,5,-1
271,5,-1
272,5,-1
273,5,-1
274,5,-1
275,5,-1
276,5,-1
277,5,-1
278,5,-1
279,5,-1
280,5,-1
281,5,-1
282,5,-1
283,5,-1
284,5,-1
285,5,-1
286,4,-1
287,4,-1
288,4,-1
289,4,-1
290,4,-1
291,4,-1
292,4,-1
293,4,-1
294,4,-1
295,4,-1
296,4,-1
297,4,-1
298,4,-1
299,4,-1
300,4,-1
301,4,-1
302,4,-1
303,4,-1
304,4,-1
305,4,-1
306,4,-1
307,4,-1
308,4,-1
309,4,-1
310,4,-1
311,3,-1
312,3,-1
313,3,-1
314,3,-1
315,3,-1
316,3,-1
317,3,-1
318,3,-1
319,3,-1
320,3,-1
321,3,-1
322,3,-1
323,3,-1
324,3,-1
325,3,-1
326,3,-1
327,3,-1
328,3,-1
329,3,-1
330,3,-1
331,3,-1
332,3,-1
333,3,-1
334,3,-1
335,3,-1
336,3,-1
337,3,-1
338,3,-1
339,3,-1
340,3,-1
341,3,-1
342,3,-1
343,3,-1
344,3,-1
345,3,-1
346,3,-1
347,3,-1
348,3,-1
349,3,-1
350,3,-1
351,3,-1
352,3,-1
353,3,-1
354,3,-1
355,3,-1
356,3,-1
357,3,-1
358,3,-1
359,3,-1
360,3,-1
361,3,-1
362,3,-1
363,3,-1
364,3,-1
365,3,-1
366,3,-1
367,3,-1
368,3,-1
369,3,-1
370,3,-1
371,3,-1
372,3,-1
373,3,-1
374,3,-1
375,3,-1
376,3,-1
377,3,-1
378,3,-1
379,3,-1
380,3,-1
381,3,-1
382,3,-1
383,3,-1
384,3,-1
385,3,-1
386,3,-1
387,3,-1
388,3,-1
389,3,-1
390,3,-1
391,3,-1
392,3,-1
393,3,-1
394,3,-1
395,3,-1
396,3,-1
397,3,-1
398,3,-1
399,3,-1
400,3,-1
401,3,-1
402,3,-1
403,3,-1
404,3,-1
405,3,-1
406,3,-1
407,3,-1
408,3,-1
409,3,-1
410,3,-1
411,3,-1
412,3,-1
413,3,-1
414,3,-1
415,3,-1
416,3,-1
417,3,-1
418,3,-1
419,3,-1
420,3,-1
421,3,-1
422,3,-1
423,3,-1
424,3,-1
425,3,-1
426,3,-1
427,3,-1
428,3,-1
429,3,-1
430,8,-1
431,8,-1
432,8,-1
433,8,-1
434,8,-1
435,8,-1
436,8,-1
437,8,-1
438,8,-1
439,8,-1
440,8,-1
441,8,-1
442,8,-1
443,8,-1
444,8,-1
445,8,-1
446,8,-1
447,8,-1
448,8,-1
449,8,-1
450,8,-1
451,8,-1
452,8,-1
453,8,-1
454,8,-1
455,8,-1
456,8,-1
457,7,-1
458,7,-1
459,7,-1
460,7,-1
461,7,-1
462,7,-1
463,7,-1
464,7,-1
465,7,-1
466,7,-1
467,7,-1
468,7,-1
469,7,-1
470,7,-1
471,7,-1
472,7,-1
473,7,-1
474,7,-1
475,7,-1
476,7,-1
477,7,-1
478,7,-1
479,7,-1
480,7,-1
481,7,-1
482,7,-1
483,7,-1
484,7,-1
485,7,-1
486,7,-1
487,7,-1
488,7,-1
489,7,-1
490,7,-1
491,7,-1
492,7,-1
493,7,-1
494,7,-1
495,7,-1
496,7,-1
497,7,-1
498,7,-1
499,7,-1
500,7,-1
501,7,-1
502,7,-1
503,7,-1
504,7,-1
505,7,-1
506,7,-1
507,7,-1
508,7,-1
509,7,-1
510,7,-1
511,7,-1
512,7,-1
513,7,-1
514,7,-1
515,7,-1
516,7,-1
517,7,-1
518,7,-1
519,7,-1
520,7,-1
521,7,-1
522,7,-1
523,7,-1
524,2,-1
525,2,-1
526,2,-1
527,2,-1
528,2,-1
529,2,-1
530,2,-1
531,2,-1
532,2,-1
533,2,-1
534,2,-1
535,2,-1
536,2,-1
537,2,-1
538,2,-1
539,2,-1
540,2,-1
541,2,-1
542,2,-1
543,2,-1
544,2,-1
545,2,-1
546,2,-1
547,2,-1
548,2,-1
549,2,-1
550,2,-1
551,2,-1
552,2,-1
553,2,-1
554,2,-1
555,2,-1
556,2,-1
557,2,-1
558,2,-1
559,2,-1
560,2,-1
561,2,-1
562,2,-1
563,2,-1
564,2,-1
565,2,-1
566,13,-1
567,13,-1
568,13,-1
569,13,-1
570,13,-1
571,13,-1
572,13,-1
573,13,-1
574,13,-1
575,13,-1
576,13,-1
577,13,-1
578,13,-1
579,13,-1
580,13,-1
581,13,-1
582,13,-1
583,13,-1
584,13,-1
585,13,-1
586,2,-1
587,2,-1
588,2,-1
589,2,-1
590,2,-1
591,2,-1
592,2,-1
593,2,-1
594,2,-1
595,2,-1
596,2,-1
597,2,-1
598,2,-1
599,2,-1
600,2,-1
601,2,-1
602,2,-1
603,2,-1
604,2,-1
605,2,-1
606,2,-1
607,2,-1
608,2,-1
609,2,-1
610,2,-1
611,2,-1
612,2,-1
613,2,-1
614,2,-1
615,2,-1
616,2,-1
617,2,-1
618,2,-1
619,2,-1
620,2,-1
621,2,-1
622,2,-1
623,2,-1
624,2,-1
625,2,-1
626,2,-1
627,2,-1
628,2,-1
629,2,-1
630,2,-1
631,2,-1
632,2,-1
633,2,-1
634,11,-1
635,11,-1
636,11,-1
637,11,-1
638,11,-1
639,11,-1
640,11,-1
641,11,-1
642,11,-1
643,11,-1
644,11,-1
645,11,-1
646,11,-1
647,11,-1
648,11,-1
649,11,-1
650,11,-1
651,11,-1
652,11,-1
653,11,-1
654,11,-1
655,11,-1
656,11,-1
657,11,-1
658,11,-1
659,11,-1
660,11,-1
661,11,-1
662,11,-1
663,11,-1
664,11,-1
665,11,-1
666,11,-1
667,11,-1
668,11,-1
669,11,-1
670,11,-1
671,11,-1
672,11,-1
673,11,-1
674,11,-1
675,11,-1
676,11,-1
677,11,-1
678,11,-1
679,11,-1
680,11,-1
681,11,-1
682,11,-1
683,11,-1
684,11,-1
685,11,-1
686,11,-1
687,11,-1
688,11,-1
689,11,-1
690,11,-1
691,11,-1
692,11,-1
693,11,-1
694,11,-1
695,11,-1
696,11,-1
697,11,-1
698,11,-1
699,11,-1
700,11,-1
701,11,-1
702,11,-1
703,11,-1
704,11,-1
705,11,-1
706,11,-1
707,11,-1
708,11,-1
709,11,-1
710,11,-1
711,11,-1
712,11,-1
713,11,-1
714,11,-1
715,11,-1
716,11,-1
717,11,-1
718,11,-1
719,11,-1
720,11,-1
721,11,-1
722,11,-1
723,11,-1
724,11,-1
725,11,-1
726,11,-1
727,11,-1
728,11,-1
729,11,-1
730,11,-1
731,11,-1
732,11,-1
733,11,-1
734,11,-1
735,11,-1
736,11,-1
737,11,-1
738,11,-1
739,11,-1
740,11,-1
741,10,-1
742,10,-1
743,10,-1
744,10,-1
745,10,-1
746,10,-1
747,10,-1
748,10,-1
749,10,-1
750,10,-1
751,10,-1
752,10,-1
753,10,-1
754,10,-1
755,10,-1
756,10,-1
757,10,-1
758,10,-1
759,10,-1
760,10,-1
761,10,-1
762,10,-1
763,10,-1
764,10,-1
765,10,-1
766,10,-1
767,10,-1
768,10,-1
769,10,-1
770,10,-1
771,10,-1
772,10,-1
773,10,-1
774,10,-1
775,10,-1
776,10,-1
777,10,-1
778,10,-1
779,10,-1
780,10,-1
781,10,-1
782,10,-1
783,10,-1
784,10,-1
785,10,-1
786,10,-1
787,10,-1
788,10,-1
789,10,-1
790,10,-1
791,1,-1
792,1,-1
793,1,-1
794,1,-1
795,1,-1
796,1,-1
797,1,-1
798,1,-1
799,1,-1
